CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment,Churned,Churn_Prob
12472.0,32,339,6572.11,4,5,5,14,Champions,0,0.0
12473.0,29,168,3938.5499999999997,4,5,5,14,Champions,0,0.0
12474.0,17,424,7375.79,4,5,5,14,Champions,0,0.0
12475.0,54,36,723.38,3,3,3,9,Loyal Customers,0,0.003932551681297907
12476.0,16,233,6816.42,4,5,5,14,Champions,0,0.00012455147667678727
12477.0,23,300,13219.74,4,5,5,14,Champions,0,0.0
12478.0,4,36,680.99,5,3,3,11,Loyal Customers,0,0.0
12479.0,11,31,527.2,5,3,3,11,Loyal Customers,0,0.0
12480.0,28,154,3281.63,4,5,5,14,Champions,0,0.0008741148907765419
12481.0,23,217,5596.32,4,5,5,14,Champions,0,0.00012455147667678727
12483.0,17,75,2484.98,4,4,5,13,Champions,0,0.0008741148907765419
12484.0,33,346,4541.72,4,5,5,14,Champions,0,0.0
12488.0,10,55,1298.66,5,3,4,12,Loyal Customers,0,0.0
12489.0,336,15,334.93,1,2,2,5,Lost,1,0.9987955648527732
12490.0,5,245,5417.93,5,5,5,15,Champions,0,0.00012455147667678727
12491.0,39,26,460.40000000000003,3,2,2,7,Potential Loyalist,0,0.0
12492.0,63,20,263.21000000000004,3,2,2,7,Potential Loyalist,0,0.0
12493.0,166,22,433.74,2,2,2,6,At Risk,1,0.9822961679598086
12494.0,16,77,1246.1000000000001,4,4,4,12,Champions,0,0.0
12497.0,82,14,1043.1,2,1,4,7,Hibernating,0,0.09910565479611995
12498.0,21,23,403.70000000000005,4,2,2,8,New Customers,0,0.0
12500.0,23,61,4257.82,4,4,5,13,Champions,0,0.0
12501.0,337,149,2169.39,1,5,5,11,Lost,1,0.992770827445814
12502.0,96,147,3723.87,2,5,5,12,At Risk,1,0.97748363551281
12504.0,18,9,482.04999999999995,4,1,2,7,New Customers,0,0.0
12506.0,233,23,73.5,1,2,1,4,Lost,1,0.9978673680610674
12507.0,134,21,1304.81,2,2,4,8,At Risk,1,0.9744242251018769
12508.0,26,69,398.27,4,4,2,10,Loyal Customers,0,0.0020340325935998575
12509.0,284,7,176.5,1,1,1,3,Lost,1,0.997839878309453
12510.0,143,33,982.5699999999999,2,3,4,9,At Risk,1,0.9631369515905448
12512.0,66,34,138.03,3,3,1,7,Loyal Customers,0,0.00034364588291289894
12513.0,113,35,612.29,2,3,3,8,At Risk,1,0.9796741101962845
12514.0,267,51,1017.68,1,3,4,8,Lost,1,0.9933690839367354
12515.0,353,16,383.7,1,2,2,5,Lost,1,0.998810456283693
12516.0,78,26,1312.06,2,2,4,8,At Risk,0,0.10069519016624706
12517.0,28,284,2502.84,4,5,5,14,Champions,0,0.0008741148907765419
12518.0,1,124,2056.89,5,5,4,14,Champions,0,0.0008741148907765419
12519.0,64,18,340.84,3,2,2,7,Potential Loyalist,0,0.0
12520.0,79,152,2634.26,2,5,5,12,At Risk,0,0.09015782150858835
12521.0,143,38,599.68,2,3,3,8,At Risk,1,0.9758339579537615
12522.0,39,12,192.72,3,1,1,5,Promising,0,0.005314524461925851
12523.0,19,106,1789.77,4,4,4,12,Champions,0,0.0008741148907765419
12524.0,9,144,4485.72,5,5,5,15,Champions,0,0.0
12526.0,1,71,1316.66,5,4,4,13,Champions,0,0.0
12527.0,82,18,348.71000000000004,2,2,2,6,At Risk,0,0.10104625948855345
12528.0,9,92,1933.48,5,4,4,13,Champions,0,0.0008741148907765419
12530.0,60,66,1662.28,3,4,4,11,Loyal Customers,0,0.002330500721608615
12531.0,15,17,125.22,4,2,1,7,New Customers,0,0.0
12532.0,30,16,349.83000000000004,4,2,2,8,New Customers,0,0.0
12534.0,131,63,1089.18,2,4,4,10,At Risk,1,0.9795933505553642
12535.0,92,34,716.35,2,3,3,8,At Risk,1,0.9830796204096665
12536.0,43,261,12601.830000000002,3,5,5,13,Loyal Customers,0,0.00012455147667678727
12538.0,29,21,363.95,4,2,2,8,New Customers,0,0.0
12539.0,22,273,5568.35,4,5,5,14,Champions,0,0.00012455147667678727
12540.0,20,478,13400.24,4,5,5,14,Champions,0,0.0
12541.0,30,52,981.18,4,3,4,11,Loyal Customers,0,0.0
12544.0,36,19,372.7,3,2,2,7,Potential Loyalist,0,0.0
12545.0,75,50,1000.39,2,3,4,9,At Risk,0,0.09515684667492395
12546.0,47,69,1161.5,3,4,4,11,Loyal Customers,0,0.002330500721608615
12547.0,198,8,207.79999999999998,1,1,1,3,Lost,1,0.9977667267491106
12548.0,166,5,95.19999999999999,2,1,1,4,Lost,1,0.9816550096034671
12550.0,79,57,964.83,2,3,4,9,At Risk,0,0.11642788372804043
12551.0,358,10,168.0,1,1,1,3,Lost,1,0.9979002959180195
12552.0,39,20,437.82,3,2,2,7,Potential Loyalist,0,0.0
12553.0,8,191,3692.28,5,5,5,15,Champions,0,0.0008741148907765419
12556.0,50,121,603.71,3,4,3,10,Loyal Customers,0,0.004020009074113013
12557.0,16,33,11990.960000000001,4,3,5,12,Loyal Customers,0,0.0
12558.0,8,11,269.96,5,1,2,8,New Customers,0,0.0
12559.0,311,21,561.71,1,2,3,6,Hibernating,1,0.9966616927898626
12560.0,5,105,2134.01,5,4,5,14,Champions,0,0.0008741148907765419
12561.0,303,16,238.85,1,2,1,4,Lost,1,0.9981827498213868
12562.0,8,168,3781.7400000000002,5,5,5,15,Champions,0,0.0
12564.0,261,21,456.9,1,2,2,5,Lost,1,0.9991206167169188
12565.0,289,9,145.92,1,1,1,3,Lost,1,0.9977667267491106
12566.0,86,19,351.65,2,2,2,6,At Risk,0,0.10104625948855345
12567.0,23,446,9401.28,4,5,5,14,Champions,0,0.0
12569.0,2,188,4124.69,5,5,5,15,Champions,0,0.00012455147667678727
12571.0,40,34,519.61,3,3,3,9,Loyal Customers,0,0.003932551681297907
12572.0,9,60,1020.42,5,4,4,13,Champions,0,0.0
12573.0,227,28,160.54000000000002,1,2,1,4,Lost,1,0.9978673680610674
12574.0,316,11,218.45,1,1,1,3,Lost,1,0.9979002959180195
12576.0,36,88,1315.83,3,4,4,11,Loyal Customers,0,0.002149327360616929
12577.0,35,147,657.8,3,5,3,11,Loyal Customers,0,0.004678663081227623
12578.0,21,114,2794.51,4,4,5,13,Champions,0,0.0008741148907765419
12579.0,78,29,440.42,2,2,2,6,At Risk,0,0.10163440880736253
12580.0,247,24,415.7,1,2,2,5,Lost,1,0.9989292261902177
12581.0,40,15,197.71,3,2,1,6,Lost,0,0.005314524461925851
12582.0,239,22,511.36,1,2,3,6,Hibernating,1,0.9959451469757559
12583.0,3,247,7281.38,5,5,5,15,Champions,0,0.00012455147667678727
12584.0,4,96,2338.15,5,4,5,14,Champions,0,0.0008741148907765419
12585.0,234,87,2040.1,1,4,4,9,Lost,1,0.9921058671571242
12586.0,17,11,196.94000000000003,4,1,1,6,New Customers,0,0.005314524461925851
12587.0,8,4,144.0,5,1,1,7,New Customers,0,0.0
12588.0,39,10,214.89999999999998,3,1,1,5,Promising,0,0.005314524461925851
12589.0,29,35,646.68,4,3,3,10,Loyal Customers,0,0.0
12590.0,211,68,9864.26,1,4,5,10,Lost,1,0.9815782227550537
12591.0,317,26,452.84999999999997,1,2,2,5,Lost,1,0.9991206167169188
12592.0,92,18,437.6,2,2,2,6,At Risk,1,0.9826569351783009
12593.0,109,21,418.09999999999997,2,2,2,6,At Risk,1,0.9822961679598086
12594.0,38,118,3338.2200000000003,3,4,5,12,Loyal Customers,0,0.0008741148907765419
12596.0,51,27,618.27,3,2,3,8,Potential Loyalist,0,0.01157449888272152
12597.0,19,206,3811.22,4,5,5,14,Champions,0,0.00012455147667678727
12598.0,10,132,3023.08,5,5,5,15,Champions,0,0.0008741148907765419
12599.0,29,62,1032.58,4,4,4,12,Champions,0,0.0
12600.0,29,64,2599.04,4,4,5,13,Champions,0,0.0008741148907765419
12601.0,190,28,577.0600000000001,1,2,3,6,Hibernating,1,0.9959146724281825
12602.0,59,12,153.12,3,1,1,5,Promising,0,0.005314524461925851
12603.0,22,2,739.1999999999999,4,1,3,8,New Customers,0,0.011540355276246679
12604.0,79,16,254.18,2,2,2,6,At Risk,0,0.1076260774101411
12607.0,60,101,1579.51,3,4,4,11,Loyal Customers,0,0.002149327360616929
12609.0,78,60,1126.85,2,4,4,10,At Risk,0,0.09903551919362096
12610.0,23,106,2099.54,4,4,5,13,Champions,0,0.0008741148907765419
12611.0,52,65,1193.32,3,4,4,11,Loyal Customers,0,0.002330500721608615
12612.0,74,19,704.0400000000001,2,2,3,7,At Risk,0,0.079124199542226
12613.0,57,153,3344.38,3,5,5,13,Loyal Customers,0,0.0008741148907765419
12614.0,278,20,315.6,1,2,2,5,Lost,1,0.9986312520456532
12615.0,2,105,2291.19,5,4,5,14,Champions,0,0.0008741148907765419
12616.0,95,32,713.3,2,3,3,8,At Risk,1,0.9839847934526686
12617.0,29,42,355.53,4,3,2,9,Loyal Customers,0,0.0013073153912860826
12618.0,22,11,177.31,4,1,1,6,New Customers,0,0.005314524461925851
12619.0,16,90,3641.24,4,4,5,13,Champions,0,0.0008741148907765419
12620.0,15,92,1339.41,4,4,4,12,Champions,0,0.0
12621.0,2,467,13689.67,5,5,5,15,Champions,0,0.0
12622.0,232,11,180.1,1,1,1,3,Lost,1,0.9979002959180195
12623.0,276,18,305.1,1,2,2,5,Lost,1,0.9986312520456532
12624.0,106,38,641.13,2,3,3,8,At Risk,1,0.9787979307967936
12625.0,212,86,2683.82,1,4,5,10,Lost,1,0.989393819312443
12626.0,23,294,6620.48,4,5,5,14,Champions,0,0.00012455147667678727
12627.0,11,230,4478.53,5,5,5,15,Champions,0,0.00012455147667678727
12628.0,4,41,786.46,5,3,3,11,Loyal Customers,0,0.0
12630.0,10,64,1270.88,5,4,4,13,Champions,0,0.0
12631.0,57,31,640.5,3,3,3,9,Loyal Customers,0,0.003932551681297907
12633.0,59,101,2163.98,3,4,5,12,Loyal Customers,0,0.0008741148907765419
12635.0,90,101,1689.18,2,4,4,10,At Risk,0,0.10261916846995589
12637.0,67,390,6021.9,3,5,5,13,Loyal Customers,0,0.0
12638.0,33,39,671.69,4,3,3,10,Loyal Customers,0,0.0016051748414622528
12639.0,239,22,486.1,1,2,2,5,Lost,1,0.9991206167169188
12640.0,24,53,1174.58,4,3,4,11,Loyal Customers,0,0.00018117336099168587
12641.0,115,10,185.9,2,1,1,4,Lost,1,0.9858638309369359
12642.0,25,47,1013.26,4,3,4,11,Loyal Customers,0,0.0005537376009816954
12643.0,128,24,3344.64,2,2,5,9,At Risk,1,0.9684459607990645
12644.0,130,31,477.91,2,3,2,7,At Risk,1,0.9719443319979681
12645.0,34,73,1775.18,3,4,4,11,Loyal Customers,0,0.0030234422513934706
12646.0,5,45,1346.97,5,3,4,12,Loyal Customers,0,0.0
12647.0,22,121,3722.82,4,4,5,13,Champions,0,0.0
12648.0,155,21,318.05,2,2,2,6,At Risk,1,0.9795885887987198
12649.0,107,31,623.51,2,3,3,8,At Risk,1,0.9826074406626555
12650.0,3,20,314.44,5,2,2,9,New Customers,0,0.0
12651.0,335,9,114.0,1,1,1,3,Lost,1,0.9977667267491106
12652.0,331,48,919.98,1,3,3,7,Lost,1,0.9937313882403292
12653.0,149,43,2209.85,2,3,5,10,At Risk,1,0.8961093033752842
12654.0,11,38,601.98,5,3,3,11,Loyal Customers,0,0.0
12656.0,17,126,4051.17,4,5,5,14,Champions,0,0.0
12657.0,11,47,1643.18,5,3,4,12,Loyal Customers,0,0.0
12658.0,19,36,686.05,4,3,3,10,Loyal Customers,0,0.0
12659.0,30,5,91.68,4,1,1,6,New Customers,0,0.005314524461925851
12660.0,11,13,245.1,5,1,1,7,New Customers,0,0.0
12662.0,1,230,3849.78,5,5,5,15,Champions,0,0.00012455147667678727
12664.0,8,37,4881.88,5,3,5,13,Loyal Customers,0,0.0
12665.0,325,3,63.0,1,1,1,3,Lost,1,0.997375899204081
12667.0,58,33,620.13,3,3,3,9,Loyal Customers,0,0.003932551681297907
12668.0,12,161,3807.15,5,5,5,15,Champions,0,0.0
12669.0,151,101,2744.0299999999997,2,4,5,11,At Risk,1,0.977177571051454
12670.0,10,92,2996.05,5,4,5,14,Champions,0,0.0008741148907765419
12672.0,330,10,225.89999999999998,1,1,1,3,Lost,1,0.9979002959180195
12673.0,5,42,610.52,5,3,3,11,Loyal Customers,0,0.0
12674.0,39,83,1970.6,3,4,4,11,Loyal Customers,0,0.0030234422513934706
12676.0,25,45,1331.39,4,3,4,11,Loyal Customers,0,0.00018117336099168587
12678.0,42,165,17628.46,3,5,5,13,Loyal Customers,0,0.0
12679.0,59,48,1113.02,3,3,4,10,Loyal Customers,0,0.0
12680.0,1,52,862.81,5,3,3,11,Loyal Customers,0,0.0
12681.0,15,638,13787.54,4,5,5,14,Champions,0,0.0
12682.0,4,525,12288.22,5,5,5,15,Champions,0,0.0
12683.0,4,344,8476.57,5,5,5,15,Champions,0,0.0
12684.0,8,105,2283.63,5,4,5,14,Champions,0,0.0008741148907765419
12685.0,28,157,2863.08,4,5,5,14,Champions,0,0.0008741148907765419
12686.0,372,7,89.14,1,1,1,3,Lost,1,0.997839878309453
12688.0,114,171,4873.8099999999995,2,5,5,12,At Risk,1,0.9653662127973596
12689.0,26,72,1247.61,4,4,4,12,Champions,0,0.0
12690.0,206,16,389.01,1,2,2,5,Lost,1,0.998810456283693
12691.0,28,32,1035.8,4,3,4,11,Loyal Customers,0,0.0005537376009816954
12693.0,127,39,855.91,2,3,3,8,At Risk,1,0.9758213582375798
12694.0,70,37,869.67,3,3,3,9,Loyal Customers,0,0.0055377265227601604
12695.0,7,27,582.1,5,2,3,10,New Customers,0,0.0
12697.0,29,41,957.59,4,3,4,11,Loyal Customers,0,0.0005537376009816954
12700.0,8,268,4939.99,5,5,5,15,Champions,0,0.00012455147667678727
12701.0,80,53,797.71,2,3,3,8,At Risk,0,0.07907348140011457
12702.0,20,12,219.0,4,1,1,6,New Customers,0,0.005314524461925851
12703.0,71,21,283.55,3,2,2,7,Potential Loyalist,0,0.0
12704.0,7,88,2340.84,5,4,5,14,Champions,0,0.0008741148907765419
12705.0,15,334,6868.29,4,5,5,14,Champions,0,0.0
12707.0,292,33,603.42,1,3,3,7,Lost,1,0.9952539851958732
12708.0,30,157,2712.91,4,5,5,14,Champions,0,0.0008741148907765419
12709.0,15,208,9736.52,4,5,5,14,Champions,0,0.00012455147667678727
12710.0,97,77,1149.02,2,4,4,10,At Risk,1,0.9784295149866048
12712.0,29,133,4396.13,4,5,5,14,Champions,0,0.0
12713.0,1,38,848.55,5,3,3,11,Loyal Customers,0,0.0
12714.0,9,259,4708.86,5,5,5,15,Champions,0,0.00012455147667678727
12715.0,106,21,353.86,2,2,2,6,At Risk,1,0.9812042508498945
12716.0,4,69,1053.49,5,4,4,13,Champions,0,0.0
12717.0,151,55,1030.98,2,3,4,9,At Risk,1,0.9737329268127022
12718.0,71,19,238.25,3,2,1,6,Lost,0,0.005314524461925851
12719.0,5,39,644.95,5,3,3,11,Loyal Customers,0,0.0
12720.0,3,354,5781.73,5,5,5,15,Champions,0,0.0
12721.0,32,161,2656.13,4,5,5,14,Champions,0,0.0008741148907765419
12722.0,85,53,997.63,2,3,4,9,At Risk,0,0.11125758453511567
12723.0,4,69,725.07,5,4,3,12,Loyal Customers,0,0.0
12724.0,5,53,1031.41,5,3,4,12,Loyal Customers,0,0.0
12725.0,371,24,427.8,1,2,2,5,Lost,1,0.9989292261902177
12726.0,28,124,2609.1,4,5,5,14,Champions,0,0.0008741148907765419
12727.0,11,139,3980.7,5,5,5,15,Champions,0,0.0
12728.0,71,46,836.33,3,3,3,9,Loyal Customers,0,0.0055377265227601604
12729.0,114,26,453.01,2,2,2,6,At Risk,1,0.9816344088073623
12731.0,24,274,18895.91,4,5,5,14,Champions,0,0.00012455147667678727
12732.0,180,12,236.26000000000002,1,1,1,3,Lost,1,0.9980061352083325
12733.0,234,22,383.95,1,2,2,5,Lost,1,0.9989292261902177
12734.0,353,4,110.39999999999999,1,1,1,3,Lost,1,0.997839878309453
12735.0,315,43,779.5699999999999,1,3,3,7,Lost,1,0.9960013670017622
12736.0,333,4,234.0,1,1,1,3,Lost,1,0.9969379666395483
12738.0,372,11,155.35,1,1,1,3,Lost,1,0.9979002959180195
12739.0,78,38,1013.04,2,3,4,9,At Risk,0,0.10968949425248717
12740.0,64,27,427.6,3,2,2,7,Potential Loyalist,0,0.0
12743.0,134,134,546.43,2,5,3,10,At Risk,1,0.9860733605175444
12744.0,52,222,21279.29,3,5,5,13,Loyal Customers,0,0.00012455147667678727
12747.0,2,103,4196.01,5,4,5,14,Champions,0,0.0
12748.0,1,4595,33719.73,5,5,5,15,Champions,0,0.0
12749.0,4,199,4090.88,5,5,5,15,Champions,0,0.00012455147667678727
12750.0,129,15,275.88,2,2,2,6,At Risk,1,0.9781460934033235
12752.0,81,53,4366.78,2,3,5,10,At Risk,0,0.06911971615256517
12753.0,23,197,21429.39,4,5,5,14,Champions,0,0.00012455147667678727
12754.0,236,63,3010.74,1,4,5,10,Lost,1,0.9852388770382555
12755.0,281,4,3811.95,1,1,5,7,Hibernating,1,0.9904834683718771
12756.0,87,4,112.07999999999998,2,1,1,4,Lost,0,0.12119082750570911
12757.0,16,371,7857.1,4,5,5,14,Champions,0,0.0
12758.0,117,97,2791.59,2,4,5,11,At Risk,1,0.9767860609183905
12759.0,52,95,1531.44,3,4,4,11,Loyal Customers,0,0.002149327360616929
12762.0,8,69,1898.52,5,4,4,13,Champions,0,0.0008741148907765419
12763.0,138,18,494.08,2,2,3,7,At Risk,1,0.97312191589404
12764.0,317,45,1693.88,1,3,4,8,Lost,1,0.9906476574607842
12766.0,4,310,6989.63,5,5,5,15,Champions,0,0.0
12769.0,239,32,1143.6,1,3,4,8,Lost,1,0.994530886880174
12770.0,211,12,1351.45,1,1,4,6,Hibernating,1,0.9909220955392215
12772.0,60,55,892.47,3,3,3,9,Loyal Customers,0,0.0016051748414622528
12775.0,17,66,1386.04,4,4,4,12,Champions,0,0.0
12778.0,20,50,822.23,4,3,3,10,Loyal Customers,0,0.0016051748414622528
12779.0,38,149,3981.36,3,5,5,13,Loyal Customers,0,0.0
12781.0,64,25,826.74,3,2,3,8,Potential Loyalist,0,0.008512205574303872
12782.0,5,103,2330.92,5,4,5,14,Champions,0,0.0008741148907765419
12783.0,2,84,2225.91,5,4,5,14,Champions,0,0.0008741148907765419
12784.0,9,59,574.42,5,4,3,12,Loyal Customers,0,0.00016335088010377243
12785.0,364,14,311.95,1,1,2,4,Lost,1,0.9981516215902253
12787.0,10,20,463.66,5,2,2,9,New Customers,0,0.0
12789.0,65,4,91.85,3,1,1,5,Promising,0,0.005314524461925851
12790.0,192,21,324.92,1,2,2,5,Lost,1,0.9989143347592979
12791.0,374,2,192.60000000000002,1,1,1,3,Lost,1,0.997375899204081
12792.0,257,25,400.53999999999996,1,2,2,5,Lost,1,0.9989292261902177
12793.0,335,24,545.48,1,2,3,6,Hibernating,1,0.9959451469757559
12794.0,53,45,860.41,3,3,3,9,Loyal Customers,0,0.0055377265227601604
12795.0,19,14,430.48,4,1,2,7,New Customers,0,0.0
12797.0,366,13,254.03,1,1,2,4,Lost,1,0.997179349676093
12798.0,10,8,6977.04,5,1,5,11,New Customers,0,0.0
12802.0,187,25,427.58,1,2,2,5,Lost,1,0.9989292261902177
12808.0,37,28,483.65000000000003,3,2,2,7,Potential Loyalist,0,0.0
12809.0,178,25,489.31,2,2,2,6,At Risk,1,0.9831561978786795
12811.0,261,31,514.85,1,3,3,7,Lost,1,0.9945374393817663
12812.0,45,15,229.64000000000001,3,2,1,6,Lost,0,0.005314524461925851
12814.0,102,2,125.92,2,1,1,4,Lost,1,0.9817643591381439
12815.0,148,47,1063.46,2,3,4,9,At Risk,1,0.9662199230809704
12816.0,96,29,572.2,2,2,3,7,At Risk,1,0.9734982007979451
12817.0,281,4,166.04,1,1,1,3,Lost,1,0.997839878309453
12818.0,262,14,1542.08,1,1,4,6,Hibernating,1,0.9909220955392215
12820.0,3,59,942.34,5,4,4,13,Champions,0,0.0
